name,meaning,gender
Omvaav,Light,Boy
Baloraj,Light,Girl
Derin,Brilliance,Boy
Viyaita,Hope,Boy
Avkaali,Energy,Boy
Disaika,Prosperity,Girl
Sadipreet,Brilliance,Boy
Dataesh,Harmony,Boy
Shanea,Energy,Boy
Ayyadev,Peace,Girl
Andiav,Brilliance,Girl
Aashideep,Divine,Boy
Haniav,Divine,Girl
Triloay,Peace,Boy
Yakaan,Joy,Boy
Gamiesh,Blessing,Girl
Shashipreet,Peace,Boy
Shipaita,Strength,Girl
Anlodeep,Hope,Boy
Gadiika,Love,Girl
Hapaesh,Wisdom,Girl
Dayaika,Divine,Boy
Nariraj,Wisdom,Boy
Anrian,Light,Boy
Bataali,Peace,Boy
Garaans,Peace,Girl
Danepreet,Divine,Girl
Shasaa,Faith,Boy
Kanideep,Strength,Boy
Naniita,Strength,Boy
Shiman,Joy,Girl
Aarnen,Hope,Boy
Yadiit,Kindness,Boy
Adiviya,Peace,Boy
Vamiesh,Victory,Boy
Aalan,Brilliance,Boy
Aarkaesh,Victory,Girl
Hadiita,Divine,Girl
Karapreet,Divine,Girl
Avmaan,Harmony,Girl
Gasaans,Hope,Girl
Sapaav,Wisdom,Girl
Manin,Strength,Girl
Harapreet,Brilliance,Girl
Vinaav,Courage,Girl
Taraay,Prosperity,Girl
Yarudeep,Kindness,Girl
Armapreet,Prosperity,Boy
Adinedev,Joy,Boy
Adiyaa,Divine,Girl
Suviali,Harmony,Girl
Aariita,Joy,Girl
Avnaesh,Strength,Girl
Hasaraj,Love,Girl
Ayriika,Harmony,Boy
Nayan,Love,Boy
Taloika,Harmony,Girl
Bakapreet,Peace,Girl
Shineita,Peace,Boy
Aysaika,Faith,Girl
Hadidev,Energy,Boy
Hapadev,Courage,Boy
Trivan,Blessing,Girl
Kashiya,Joy,Boy
Aashiika,Strength,Boy
Saniesh,Love,Girl
Bamiita,Prosperity,Girl
Banan,Light,Boy
Ishnapreet,Grace,Girl
Danean,Faith,Boy
Kinepreet,Faith,Girl
Sutaay,Kindness,Boy
Javaesh,Light,Boy
Adishin,Joy,Boy
Hanaesh,Wisdom,Boy
Zapapreet,Energy,Girl
Nadin,Prosperity,Girl
Arlaita,Brilliance,Girl
Bhsait,Love,Girl
Shiridev,Prosperity,Boy
Vimaya,Harmony,Girl
Aarpaans,Blessing,Girl
Zavaita,Love,Girl
Trinaa,Kindness,Girl
Banean,Hope,Girl
Ashraay,Faith,Boy
Surideep,Harmony,Boy
Demaan,Hope,Boy
Karaav,Grace,Girl
Kanidev,Light,Boy
Tayaan,Harmony,Boy
Rashin,Joy,Boy
Anshians,Prosperity,Boy
Omnians,Faith,Boy
Ashriali,Prosperity,Boy
Vashia,Joy,Boy
Halaika,Blessing,Girl
Taviesh,Courage,Boy
Rivaay,Joy,Girl
Vamiraj,Faith,Girl
Ralait,Hope,Girl
Anmiita,Blessing,Boy
Vashiesh,Harmony,Boy
Dalodev,Brilliance,Girl
Aarmaesh,Kindness,Girl
Tatait,Kindness,Boy
Antadev,Courage,Girl
Janaika,Grace,Girl
Disan,Love,Girl
Omviav,Grace,Girl
Ramaika,Prosperity,Boy
Naviit,Brilliance,Girl
Dadians,Light,Girl
Maviav,Energy,Boy
Tamaika,Victory,Boy
Zaman,Brilliance,Girl
Bhviita,Harmony,Girl
Kiyaay,Hope,Girl
Pakadeep,Peace,Girl
Naviay,Peace,Girl
Aylaraj,Energy,Boy
Pataav,Faith,Boy
Shishiay,Faith,Girl
Ramaan,Grace,Girl
Arloya,Grace,Boy
Bhlaya,Strength,Boy
Zarians,Light,Girl
Ranan,Prosperity,Girl
Kishiika,Brilliance,Boy
Anriali,Peace,Girl
Adikaya,Joy,Boy
Chalodev,Prosperity,Boy
Suneali,Faith,Boy
Salaraj,Energy,Boy
Diloay,Strength,Girl
Aamaraj,Divine,Boy
Bhladeep,Brilliance,Boy
Depaali,Love,Girl
Kiraans,Harmony,Boy
Kinepreet,Blessing,Boy
Annadeep,Victory,Boy
Shivideep,Harmony,Boy
Hasaika,Love,Boy
Valadev,Energy,Girl
Kavaita,Strength,Girl
Shiviraj,Strength,Boy
Vivideep,Love,Girl
Shapaika,Divine,Girl
Kivideep,Energy,Girl
Bhkaika,Wisdom,Boy
Gataya,Brilliance,Boy
Narudev,Light,Girl
Haviav,Wisdom,Girl
Ishnean,Kindness,Girl
Avraya,Energy,Girl
Haniika,Love,Girl
Rikaans,Grace,Boy
Haruit,Brilliance,Boy
Sushiika,Peace,Girl
Jamideep,Victory,Girl
Arvaraj,Joy,Boy
Tripaav,Blessing,Boy
Gapaya,Joy,Girl
Jamaans,Courage,Girl
Shidiali,Blessing,Girl
Adishiesh,Prosperity,Girl
Arshiraj,Energy,Girl
Maloa,Strength,Boy
Ishkadeep,Joy,Girl
Devaan,Victory,Boy
Ishshiita,Blessing,Boy
Ayloesh,Light,Boy
Aadiya,Blessing,Boy
Aynaita,Prosperity,Boy
Triyaika,Love,Boy
Dayaraj,Grace,Girl
Omlaans,Energy,Boy
Daruika,Strength,Girl
Aamaay,Divine,Boy
Dinaa,Faith,Boy
Yaniika,Harmony,Boy
Vapaay,Energy,Boy
Jakadev,Wisdom,Girl
Tritaansh,Wisdom,Boy
Trineraj,Energy,Boy
Zamidev,Joy,Boy
Ishlaav,Victory,Boy
Tasaans,Love,Girl
Adilaya,Wisdom,Girl
Ayniali,Victory,Boy
Rashiit,Faith,Boy
Aryaika,Grace,Boy
Arpaay,Joy,Girl
Tapadeep,Harmony,Girl
Galaay,Faith,Girl
Bhsaay,Love,Boy
Chaneika,Harmony,Girl
Suriali,Love,Boy
Aarnait,Love,Boy
Yapaika,Brilliance,Girl
Kivaesh,Love,Girl
Dipaika,Divine,Boy
Aysadev,Light,Girl
Ganea,Harmony,Boy
Aarlaav,Kindness,Boy
Shiruans,Strength,Girl
Arshiita,Grace,Boy
Nadiika,Divine,Girl
Dinaya,Blessing,Boy
Aysaali,Courage,Girl
Madiita,Hope,Boy
Maraan,Joy,Boy
Praniya,Divine,Boy
Davaika,Light,Boy
Sukaita,Hope,Boy
Viriay,Blessing,Boy
Bhraav,Courage,Girl
Lasaika,Peace,Girl
Aarshiav,Harmony,Girl
Prataav,Blessing,Girl
Chanaansh,Prosperity,Girl
Gariav,Faith,Girl
Avyadeep,Energy,Boy
Omlaav,Joy,Girl
Aynen,Brilliance,Boy
Suyan,Joy,Boy
Lalaay,Joy,Boy
Triradev,Courage,Girl
Karaans,Prosperity,Girl
Arlaav,Energy,Boy
Ansaika,Peace,Girl
Naraans,Brilliance,Girl
Dashian,Divine,Girl
Nashideep,Joy,Boy
Aarrian,Light,Boy
Pradians,Joy,Boy
Aalapreet,Kindness,Girl
Diyaa,Strength,Girl
Daloan,Grace,Boy
Omnian,Peace,Boy
Ririay,Brilliance,Girl
Ishnaansh,Joy,Boy
Shataya,Blessing,Boy
Javadeep,Divine,Boy
Bashiav,Peace,Boy
Zaniav,Strength,Girl
Havians,Brilliance,Girl
Sulait,Hope,Boy
Bavian,Harmony,Boy
Haniika,Light,Girl
Omdiika,Victory,Boy
Valaali,Hope,Girl
Haloesh,Blessing,Boy
Mashiya,Prosperity,Girl
Diriika,Courage,Girl
Shariansh,Divine,Boy
Yakaika,Love,Girl
Chaniay,Energy,Girl
Bhshiita,Divine,Boy
Hataali,Brilliance,Girl
Ramaika,Energy,Girl
Tridiay,Courage,Girl
Paruika,Light,Girl
Bavia,Wisdom,Boy
Malaav,Blessing,Boy
Bhshiav,Grace,Girl
Ishvaav,Love,Boy
Ayyadev,Joy,Girl
Artaita,Divine,Girl
Vaniay,Blessing,Boy
Kimapreet,Divine,Boy
Ashnedev,Grace,Boy
Ratadeep,Faith,Boy
Pranaita,Courage,Girl
Pramipreet,Grace,Girl
Samideep,Light,Girl
Aarmadeep,Joy,Boy
Anmiika,Kindness,Boy
Triripreet,Love,Boy
Chapaesh,Harmony,Boy
Shidians,Light,Boy
Ompaans,Divine,Boy
Yadiita,Grace,Girl
Sayaika,Wisdom,Boy
Avriansh,Kindness,Boy
Vanaay,Energy,Boy
Shamiita,Blessing,Boy
Chaman,Faith,Boy
Ranidev,Harmony,Boy
Zashiali,Energy,Boy
Haloesh,Grace,Girl
Bashiika,Harmony,Girl
Anriika,Wisdom,Girl
Zapaita,Prosperity,Girl
Raparaj,Victory,Girl
Arshin,Prosperity,Boy
Antaita,Harmony,Girl
Adishin,Brilliance,Girl
Dishiika,Kindness,Girl
Yamiika,Victory,Girl
Laladev,Light,Boy
Ripaav,Light,Girl
Gayapreet,Kindness,Boy
Aakapreet,Kindness,Boy
Shashideep,Faith,Boy
Avdiika,Energy,Girl
Yavideep,Light,Boy
Shimiav,Prosperity,Boy
Aamiay,Energy,Boy
Dishiraj,Light,Boy
Shisaav,Prosperity,Girl
Kaneika,Love,Girl
Ishdiita,Victory,Boy
Tayaan,Victory,Girl
Yamaans,Brilliance,Boy
Adikaika,Hope,Boy
Haneansh,Blessing,Boy
Dekadev,Brilliance,Boy
Yaviesh,Wisdom,Girl
Yakait,Divine,Boy
Aanaav,Kindness,Boy
Sadia,Peace,Boy
Aymiraj,Hope,Boy
Mamians,Kindness,Boy
Lakaya,Peace,Girl
Bhmadev,Brilliance,Girl
Ishraya,Strength,Boy
Hamiraj,Divine,Girl
Janiali,Joy,Boy
Zamaa,Energy,Girl
Tanians,Faith,Girl
Avyaita,Divine,Girl
Nashia,Love,Girl
Omvadev,Peace,Girl
Bhsaya,Kindness,Girl
Jalaan,Kindness,Girl
Manaika,Victory,Boy
Pralaika,Wisdom,Girl
Ganaika,Peace,Boy
Navaa,Kindness,Boy
Aykadev,Faith,Girl
Japaansh,Harmony,Girl
Padiali,Strength,Girl
Sukapreet,Energy,Girl
Aaruita,Peace,Girl
Suviansh,Grace,Boy
Arnaa,Victory,Girl
Vimaya,Wisdom,Girl
Tashiav,Victory,Girl
Naneali,Love,Girl
Shimapreet,Strength,Girl
Vimiita,Strength,Boy
Didiika,Wisdom,Boy
Dadiika,Prosperity,Girl
Diyaans,Faith,Boy
Kididev,Strength,Girl
Armiit,Light,Girl
Bakaay,Love,Boy
Deraansh,Wisdom,Girl
Aaloa,Light,Boy
Triruav,Faith,Boy
Pranait,Harmony,Girl
Paloali,Grace,Boy
Yavadeep,Kindness,Boy
Garin,Energy,Girl
Omnian,Divine,Girl
Bhloansh,Faith,Girl
Adikadev,Peace,Girl
Sharuesh,Hope,Girl
Laruay,Victory,Girl
Prararaj,Light,Girl
Jaraika,Courage,Boy
Paviali,Energy,Girl
Gavidev,Joy,Girl
Vikadev,Light,Girl
Jatadev,Blessing,Girl
Bhlaika,Faith,Girl
Bapaya,Brilliance,Boy
Lavaan,Hope,Boy
Lasaay,Blessing,Girl
Disaita,Divine,Girl
Dedians,Victory,Boy
Rishiita,Light,Girl
Pasaesh,Strength,Girl
Kamiit,Victory,Girl
Anmiika,Energy,Boy
Jamiita,Brilliance,Boy
Dedidev,Hope,Girl
Aamait,Love,Boy
Adikaraj,Faith,Girl
Disadeep,Joy,Girl
Lasaans,Wisdom,Girl
Chayan,Love,Girl
Aakaay,Hope,Girl
Ashyaansh,Light,Girl
Kasaan,Energy,Boy
Rimiay,Hope,Girl
Taneit,Victory,Girl
Ishpaay,Courage,Boy
Vamaa,Grace,Girl
Ashvadev,Strength,Girl
Arriya,Hope,Boy
Kishia,Divine,Girl
Yalaans,Wisdom,Girl
Shayaans,Love,Girl
Ralaansh,Joy,Girl
Andiay,Light,Girl
Ommiesh,Prosperity,Boy
Kanean,Blessing,Girl
Dikaesh,Faith,Girl
Chanaansh,Strength,Girl
Ishkait,Peace,Boy
Ralon,Grace,Girl
Tadidev,Victory,Girl
Ommidev,Harmony,Girl
Rashia,Brilliance,Boy
Tarian,Kindness,Girl
Chapait,Brilliance,Girl
Aytapreet,Peace,Boy
Palaika,Hope,Girl
Praviesh,Harmony,Boy
Laruansh,Strength,Boy
Dishiali,Kindness,Boy
Zamia,Hope,Boy
Havaav,Strength,Boy
Kineesh,Joy,Boy
Vadiya,Joy,Boy
Desaraj,Hope,Girl
Ashshiika,Blessing,Girl
Aynean,Grace,Boy
Demiansh,Divine,Boy
Vavian,Victory,Girl
Ashtaika,Light,Boy
Ishlaav,Love,Girl
Prashiika,Strength,Girl
Deshia,Faith,Girl
Dashin,Light,Boy
Janeita,Joy,Girl
Avsaita,Courage,Girl
Yakaali,Prosperity,Girl
Rakaay,Victory,Boy
Omyaya,Faith,Girl
Antan,Prosperity,Boy
Susaansh,Blessing,Boy
Pravan,Light,Girl
Shataansh,Hope,Boy
Jaraika,Courage,Girl
Shasaika,Divine,Girl
Avmaay,Harmony,Boy
Kiviesh,Light,Boy
Karaita,Wisdom,Girl
Laniali,Hope,Boy
Anneansh,Grace,Girl
Jaruita,Courage,Girl
Dineay,Peace,Boy
Haviraj,Courage,Girl
Yanaan,Grace,Girl
Sakaita,Brilliance,Girl
Haniav,Love,Girl
Tanian,Divine,Girl
Arneya,Brilliance,Boy
Makapreet,Hope,Girl
Nataraj,Harmony,Girl
Zapaans,Victory,Boy
Gavin,Joy,Girl
Prasaika,Prosperity,Girl
Adivaali,Joy,Boy
Pavadev,Faith,Girl
Lavaika,Faith,Girl
Trikaa,Divine,Boy
Yasapreet,Blessing,Boy
Aylan,Courage,Boy
Vamapreet,Joy,Boy
Rivaa,Faith,Boy
Rayait,Peace,Boy
Tarudeep,Blessing,Girl
Ayruika,Harmony,Boy
Maniita,Love,Girl
Ashviika,Victory,Girl
Haruay,Hope,Boy
Saripreet,Love,Girl
Sururaj,Harmony,Girl
Adidiika,Victory,Boy
Riradeep,Victory,Boy
Jakaay,Divine,Girl
Ashmaesh,Strength,Boy
Vishideep,Peace,Boy
Kataika,Strength,Boy
Paviita,Victory,Girl
Risait,Divine,Girl
Adisaan,Hope,Boy
Sumiika,Light,Girl
Adipaan,Strength,Girl
Barian,Strength,Boy
Divaika,Love,Girl
Bariya,Brilliance,Girl
Bashiit,Victory,Boy
Kalaay,Faith,Girl
Aashiika,Faith,Boy
Arruali,Love,Boy
Trimideep,Harmony,Girl
Anmait,Peace,Boy
Visait,Kindness,Girl
Sapaya,Courage,Boy
Zarapreet,Strength,Girl
Artaan,Divine,Girl
Variay,Hope,Boy
Raraali,Harmony,Girl
Pashian,Energy,Girl
Varaika,Faith,Girl
Avshiali,Kindness,Girl
Mayaans,Strength,Boy
Aaruav,Love,Boy
Zashiika,Faith,Girl
Yaviika,Divine,Girl
Bhria,Divine,Boy
Zatait,Joy,Boy
Shapapreet,Joy,Girl
Rakaraj,Victory,Boy
Aymians,Blessing,Girl
Pavaansh,Brilliance,Girl
Kivaita,Grace,Girl
Kisadev,Light,Boy
Yaviika,Faith,Boy
Prariav,Joy,Girl
Tadiansh,Victory,Boy
Rimaans,Courage,Girl
Shishiita,Joy,Boy
Denean,Light,Boy
Adidians,Victory,Boy
Gadipreet,Faith,Boy
Jaradeep,Strength,Boy
Daloika,Blessing,Boy
Zamaika,Harmony,Girl
Pramaan,Victory,Boy
Jamiika,Light,Boy
Karaansh,Harmony,Girl
Bataita,Blessing,Boy
Dikaika,Strength,Girl
Shaneika,Love,Girl
Aymiit,Brilliance,Girl
Pashin,Prosperity,Boy
Dikaesh,Kindness,Boy
Aytan,Love,Boy
Kaviita,Brilliance,Girl
Zaviita,Blessing,Boy
Trinideep,Joy,Boy
Vataya,Kindness,Girl
Bashiika,Grace,Girl
Ashsaans,Wisdom,Girl
Delaika,Divine,Girl
Shivaansh,Light,Boy
Demiay,Blessing,Boy
Panen,Courage,Boy
Chanaansh,Blessing,Boy
Sharaika,Hope,Boy
Rirua,Harmony,Boy
Vipaita,Courage,Girl
Ayneansh,Faith,Boy
Vishiika,Prosperity,Boy
Yayaa,Joy,Boy
Tariay,Love,Girl
Sarudeep,Harmony,Boy
Antaika,Blessing,Boy
Aarnaan,Harmony,Boy
Dishiika,Light,Boy
Aavin,Divine,Girl
Antaans,Prosperity,Girl
Aypaansh,Brilliance,Boy
Dalaali,Strength,Girl
Dilodeep,Grace,Girl
Baviika,Wisdom,Boy
Shiyapreet,Faith,Boy
Paloika,Prosperity,Girl
Aynaansh,Light,Boy
Avneraj,Grace,Girl
Arsaika,Victory,Boy
Badiit,Divine,Girl
Ashnaay,Courage,Girl
Chaneit,Harmony,Girl
Arnian,Courage,Girl
Omloita,Hope,Girl
Yalaav,Prosperity,Girl
Ayriya,Divine,Girl
Riraansh,Grace,Boy
Galaay,Brilliance,Girl
Pamaita,Hope,Boy
Aarneika,Courage,Girl
Sharua,Victory,Boy
Pramia,Strength,Boy
Aarlaay,Love,Girl
Chamin,Victory,Girl
Gashidev,Kindness,Boy
Arshiay,Peace,Girl
Balaika,Grace,Girl
Banaita,Light,Girl
Bamaa,Divine,Boy
Hakaans,Divine,Girl
Devapreet,Divine,Girl
Taviita,Brilliance,Boy
Avraansh,Prosperity,Boy
Bayaita,Strength,Boy
Kamaansh,Light,Girl
Aarnaika,Harmony,Girl
Patapreet,Love,Boy
Aylaay,Strength,Boy
Avruans,Victory,Boy
Triraa,Joy,Girl
Pakan,Strength,Boy
Sharait,Courage,Girl
Omnaa,Strength,Boy
Kaloesh,Blessing,Boy
Arradev,Peace,Girl
Laviesh,Joy,Girl
Ashloan,Wisdom,Boy
Avshidev,Faith,Girl
Zadiali,Divine,Boy
Prapaika,Wisdom,Boy
Yasaika,Brilliance,Boy
Ishraita,Prosperity,Girl
Hakapreet,Blessing,Girl
Rataya,Light,Girl
Bhviit,Brilliance,Boy
Aashiraj,Blessing,Boy
Aavait,Strength,Girl
Kimiansh,Courage,Girl
Paloit,Love,Girl
Derideep,Strength,Girl
Diraika,Harmony,Girl
Triyaika,Victory,Boy
Mayaan,Love,Boy
Shaneita,Kindness,Girl
Adikaya,Light,Girl
Yamiit,Prosperity,Boy
Ankaika,Light,Boy
Anpaav,Grace,Boy
Raladev,Joy,Girl
Chapaika,Prosperity,Boy
Banean,Energy,Girl
Bapadev,Brilliance,Boy
Janideep,Love,Girl
Laloansh,Divine,Boy
Arshidev,Energy,Boy
Zayadev,Peace,Boy
Avdiita,Wisdom,Girl
Dikaita,Prosperity,Girl
Palaika,Energy,Girl
Aynadev,Joy,Boy
Kavaika,Hope,Girl
Arneika,Love,Girl
Havaesh,Victory,Girl
Baloraj,Blessing,Boy
Anpaan,Kindness,Girl
Hamian,Kindness,Boy
Suvaita,Blessing,Boy
Aapaav,Faith,Boy
Rimadev,Light,Girl
Rayait,Harmony,Girl
Dashiesh,Kindness,Boy
Hashiesh,Divine,Girl
Vayaa,Hope,Girl
Arshiesh,Energy,Boy
Gamaan,Energy,Girl
Aamapreet,Victory,Boy
Shadin,Love,Boy
Vakaya,Victory,Boy
Lamait,Faith,Boy
Dasaika,Kindness,Boy
Ishtaika,Courage,Girl
Zariesh,Harmony,Girl
Dayadev,Strength,Boy
Anraita,Strength,Girl
Diyan,Harmony,Girl
Diyait,Peace,Girl
Shakaraj,Blessing,Boy
Raloita,Peace,Girl
Pavideep,Harmony,Girl
Shitaraj,Prosperity,Girl
Javiraj,Courage,Girl
Trirun,Courage,Girl
Aytaika,Victory,Girl
Lalaika,Harmony,Boy
Arnaraj,Grace,Boy
Haniit,Harmony,Boy
Bhviika,Brilliance,Girl
Andiika,Faith,Girl
Tamiav,Faith,Girl
Zadiit,Wisdom,Girl
Omyait,Faith,Girl
Baniav,Faith,Girl
Riniraj,Blessing,Boy
Paniesh,Light,Girl
Praviay,Grace,Girl
Rakadev,Blessing,Boy
Aarlait,Wisdom,Boy
Bhriika,Joy,Girl
Pralaa,Blessing,Girl
Derin,Prosperity,Girl
Trisan,Joy,Girl
Aarkaali,Prosperity,Boy
Manaya,Harmony,Girl
Avneali,Faith,Boy
Salaansh,Harmony,Boy
Ishdiraj,Divine,Girl
Bhvian,Harmony,Boy
Kipaya,Courage,Boy
Trivaika,Harmony,Boy
Dasaans,Light,Boy
Yakaita,Brilliance,Boy
Dapadev,Peace,Girl
Chavaali,Love,Boy
Chaladev,Divine,Boy
Ishshiav,Hope,Girl
Anshiay,Grace,Girl
Shiruika,Wisdom,Boy
Arkaita,Courage,Girl
Arviika,Brilliance,Girl
Shiriraj,Light,Girl
Mapaika,Victory,Boy
Zavaya,Kindness,Boy
Shamiika,Kindness,Girl
Bhvaya,Kindness,Girl
Chaniit,Energy,Girl
Kapaan,Victory,Girl
Shidiika,Peace,Girl
Disaansh,Light,Girl
Valaay,Kindness,Boy
Bhshiika,Divine,Girl
Ayshia,Harmony,Girl
Bhniita,Prosperity,Boy
Omyaansh,Wisdom,Girl
Shataika,Blessing,Boy
Shadipreet,Courage,Girl
Raruika,Hope,Girl
Antait,Energy,Boy
Samaansh,Divine,Girl
Shiraesh,Faith,Boy
Tridia,Wisdom,Girl
Shishipreet,Faith,Girl
Riloans,Light,Girl
Omshidev,Kindness,Boy
Janaya,Joy,Boy
Bhriesh,Hope,Boy
Nasapreet,Kindness,Girl
Pamians,Grace,Girl
Omtaita,Love,Boy
Shimadeep,Light,Boy
Deniya,Prosperity,Boy
Suniika,Victory,Girl
Aynaansh,Grace,Boy
Dasan,Grace,Boy
Kakait,Hope,Girl
Bhlapreet,Kindness,Girl
Omneit,Victory,Boy
Vivaika,Kindness,Girl
Papait,Kindness,Boy
Ayriya,Strength,Girl
Ayloika,Energy,Boy
Bhpaans,Hope,Boy
Malapreet,Kindness,Girl
Shidiita,Brilliance,Boy
Triyaraj,Harmony,Girl
Rasaika,Harmony,Boy
Bhnaika,Strength,Girl
Ravadev,Courage,Boy
Yaloika,Prosperity,Boy
Viruansh,Strength,Girl
Zataika,Divine,Boy
Andin,Wisdom,Girl
Naloesh,Harmony,Boy
Tariika,Courage,Boy
Vamin,Grace,Girl
Omshiya,Strength,Boy
Zasan,Wisdom,Boy
Aydiita,Faith,Boy
Bhsaika,Kindness,Boy
Avdipreet,Joy,Girl
Ashpaika,Divine,Boy
Ashrudev,Hope,Boy
Aarkaika,Harmony,Boy
Rayapreet,Love,Boy
Ashruit,Faith,Girl
Deruika,Strength,Girl
Napaa,Brilliance,Girl
Baladeep,Prosperity,Boy
Ishran,Grace,Boy
Rimiay,Strength,Girl
Zavin,Divine,Girl
Taloa,Faith,Boy
Ompaav,Love,Girl
Ashkan,Light,Boy
Aakaraj,Courage,Boy
Chaviali,Wisdom,Boy
Payadeep,Blessing,Boy
Avyaita,Prosperity,Boy
Risaansh,Peace,Boy
Arruali,Energy,Boy
Deraika,Faith,Girl
Ashraika,Brilliance,Boy
Arridev,Victory,Boy
Aarmapreet,Victory,Boy
Pariika,Love,Girl
Dapaika,Peace,Girl
Baniika,Blessing,Girl
Lamaay,Courage,Boy
Shaloita,Light,Girl
Saniit,Energy,Girl
Pashiali,Prosperity,Girl
Ladiav,Harmony,Girl
Sasaika,Joy,Boy
Kivaay,Prosperity,Girl
Mashiesh,Wisdom,Girl
Chaloya,Strength,Boy
Nakaans,Courage,Boy
Danadev,Divine,Girl
Ishmaya,Peace,Boy
Ririraj,Blessing,Boy
Andiita,Hope,Girl
Dasadev,Prosperity,Boy
Sanaika,Faith,Girl
Hasadev,Strength,Girl
Zamaita,Victory,Boy
Sapan,Courage,Boy
Shanians,Love,Girl
Shirait,Wisdom,Boy
Lasaansh,Divine,Girl
Sadipreet,Light,Boy
Devaay,Brilliance,Girl
Ayvadev,Prosperity,Boy
Naniya,Kindness,Boy
Nararaj,Prosperity,Boy
Shipaansh,Grace,Boy
Yaruan,Divine,Girl
Vaneika,Victory,Boy
Aditaika,Harmony,Girl
Manaya,Love,Girl
Chanedeep,Victory,Boy
Aylan,Peace,Boy
Aasaika,Brilliance,Girl
Aarniika,Joy,Girl
Lanadeep,Grace,Girl
Bhsaav,Faith,Boy
Diyaika,Harmony,Girl
Kiripreet,Courage,Boy
Kimaya,Love,Boy
Zalaita,Wisdom,Girl
Laneita,Divine,Girl
Ayyaa,Joy,Boy
Paruesh,Wisdom,Girl
Kiraav,Kindness,Girl
Hanaay,Light,Girl
Bhshiita,Light,Girl
Ravia,Victory,Girl
Tanaali,Light,Boy
Aarpaya,Courage,Boy
Daruika,Faith,Boy
Kishiraj,Harmony,Boy
Vimiansh,Grace,Boy
Desaya,Prosperity,Boy
Vishin,Blessing,Boy
Praruika,Victory,Girl
Triviita,Harmony,Boy
Saladev,Faith,Boy
Anmiraj,Energy,Girl
Delan,Blessing,Boy
Danaan,Light,Girl
Kadiya,Joy,Girl
Ashlaan,Prosperity,Girl
Marait,Strength,Girl
Yataansh,Love,Girl
Jatadeep,Brilliance,Girl
Paneita,Wisdom,Boy
Chayapreet,Love,Girl
Takaa,Prosperity,Boy
Ishvaika,Light,Girl
Arlaraj,Peace,Boy
Aakaay,Victory,Girl
Daladeep,Divine,Girl
Riyaav,Peace,Boy
Ranaika,Blessing,Boy
Suriika,Blessing,Boy
Aydiika,Joy,Girl
Hashideep,Prosperity,Boy
Chataansh,Energy,Girl
Kidiav,Faith,Boy
Aypaya,Love,Girl
Hamideep,Prosperity,Girl
Suneya,Wisdom,Boy
Aarruika,Energy,Boy
Zariansh,Prosperity,Girl
Ayviika,Brilliance,Girl
Chaneya,Victory,Boy
Baruika,Kindness,Girl
Shinaita,Victory,Girl
Demaav,Strength,Girl
Omraika,Kindness,Boy
Deriav,Joy,Girl
Kipan,Joy,Girl
Demiika,Joy,Boy
Kanipreet,Love,Girl
Trimaans,Energy,Boy
Anpan,Wisdom,Girl
Savaay,Love,Boy
Sharaita,Victory,Girl
Aarniay,Love,Boy
Rasaika,Blessing,Boy
Adirians,Blessing,Boy
Ommin,Hope,Boy
Sataya,Light,Boy
Hashiya,Energy,Boy
Aarloansh,Blessing,Boy
Nanin,Grace,Girl
Viruansh,Victory,Girl
Diviali,Grace,Girl
Anloans,Kindness,Boy
Kinea,Divine,Boy
Aaloav,Kindness,Girl
Ishrians,Kindness,Girl
Shalaay,Faith,Girl
Tamait,Divine,Girl
Jashiesh,Love,Girl
Pavait,Wisdom,Girl
Hasaraj,Light,Girl
Shisaa,Wisdom,Girl
Arnia,Love,Girl
Aymiay,Grace,Boy
Shayaita,Harmony,Boy
Sutadev,Energy,Boy
Pariika,Faith,Girl
Adimiali,Love,Boy
Daradeep,Peace,Girl
Ansaans,Energy,Boy
Aariay,Brilliance,Girl
Armaans,Light,Boy
Bashipreet,Prosperity,Girl
Yanaita,Brilliance,Girl
Shaneansh,Blessing,Boy
Varin,Peace,Girl
Adiyaya,Brilliance,Boy
Aykaa,Energy,Boy
Ayvians,Victory,Girl
Triraraj,Brilliance,Boy
Bariraj,Blessing,Boy
Bhnea,Peace,Girl
Ripaesh,Prosperity,Boy
Ishshiay,Courage,Boy
Rineans,Divine,Girl
Yavaav,Hope,Boy
Triyaali,Wisdom,Girl
Bashiay,Victory,Girl
Adipaita,Joy,Boy
Bayaa,Light,Boy
Jariit,Brilliance,Girl
Omvin,Blessing,Boy
Naloika,Grace,Girl
Avvaika,Energy,Girl
Adiloa,Victory,Girl
Mavan,Courage,Girl
Arlaika,Energy,Girl
Bhlaika,Harmony,Boy
Sudian,Grace,Girl
Zavaesh,Love,Boy
Pariav,Victory,Boy
Diloay,Faith,Boy
Pramaya,Hope,Girl
Vanadev,Brilliance,Boy
Gamiay,Hope,Girl
Avdiita,Blessing,Boy
Baridev,Joy,Boy
Aarviika,Brilliance,Boy
Tanen,Energy,Boy
Sulait,Harmony,Girl
Ashloika,Courage,Boy
Shasaans,Strength,Girl
Deladev,Grace,Boy
Badiansh,Joy,Girl
Zaviraj,Light,Boy
Prariay,Prosperity,Boy
Maloesh,Faith,Boy
Shivaita,Energy,Girl
Viyan,Love,Boy
Vaneali,Harmony,Boy
Avlapreet,Light,Girl
Taloay,Faith,Boy
