name,meaning,gender
Sanaay,Wisdom,Boy
Gakaika,Grace,Boy
Adiriansh,Harmony,Girl
Gasaika,Brilliance,Boy
Maraan,Joy,Boy
Yarin,Peace,Boy
Vanin,Hope,Girl
Ayshian,Energy,Girl
Shariit,Victory,Boy
Divian,Divine,Boy
Aarruali,Harmony,Boy
Karaita,Strength,Boy
Dalan,Grace,Girl
Trilaika,Joy,Girl
Bhpaav,Grace,Boy
Lasaesh,Grace,Girl
Tamaita,Energy,Girl
Taviya,Love,Girl
Rapaans,Energy,Boy
Chanaan,Light,Girl
Ishruika,Joy,Boy
Aymiika,Joy,Boy
Diviav,Joy,Girl
Saviika,Brilliance,Girl
Ashsadeep,Divine,Boy
Haruya,Strength,Boy
Ashdin,Brilliance,Boy
Shisaika,Love,Boy
Shirudeep,Brilliance,Girl
Kashideep,Divine,Girl
Kakaika,Light,Girl
Vadiika,Wisdom,Girl
Shayaika,Kindness,Girl
Aarsaesh,Harmony,Boy
Masaita,Divine,Girl
Omvaika,Harmony,Girl
Kiniraj,Peace,Girl
Varan,Light,Girl
Madiika,Brilliance,Girl
Aasaansh,Love,Boy
Anyaita,Energy,Girl
Papaika,Strength,Girl
Deniali,Prosperity,Boy
Aashian,Peace,Boy
Dishiika,Harmony,Boy
Prakaans,Love,Girl
Lamiika,Divine,Boy
Dapaav,Love,Boy
Omruansh,Peace,Boy
Ashdiita,Wisdom,Boy
Chashiika,Wisdom,Boy
Yaraika,Wisdom,Boy
Shilan,Hope,Boy
Pranaesh,Love,Girl
Aanaa,Strength,Boy
Jaraika,Brilliance,Girl
Prashin,Love,Boy
Makaesh,Light,Boy
Arniya,Victory,Boy
Chavan,Strength,Girl
Shiriesh,Wisdom,Boy
Bamaika,Love,Boy
Jaradeep,Divine,Boy
Kipaali,Victory,Boy
Aaryaraj,Hope,Boy
Viyaraj,Light,Girl
Riniya,Strength,Boy
Yavait,Energy,Boy
Desaans,Grace,Girl
Suvaans,Energy,Girl
Mariika,Peace,Boy
Sayaansh,Wisdom,Girl
Ishyaay,Hope,Boy
Aarniay,Prosperity,Boy
Diyait,Joy,Girl
Kivaay,Victory,Boy
Tamaika,Strength,Boy
Rinaali,Victory,Boy
Lashiesh,Joy,Girl
Gashians,Grace,Boy
Yashian,Prosperity,Boy
Ishsaita,Peace,Boy
Kiruika,Grace,Boy
Radin,Harmony,Boy
Vivaav,Energy,Boy
Rakaika,Hope,Boy
Shinaesh,Prosperity,Girl
Tasaika,Hope,Boy
Vaniav,Divine,Boy
Didiika,Kindness,Boy
Gashians,Brilliance,Girl
Hamiita,Light,Boy
Tania,Divine,Boy
Ashviya,Brilliance,Boy
Ashlait,Harmony,Girl
Hadiraj,Strength,Boy
Ladiika,Prosperity,Boy
Ashruita,Hope,Boy
Aarshiita,Wisdom,Girl
Galaita,Harmony,Boy
Vilaay,Wisdom,Girl
Shirudeep,Hope,Girl
Ishrua,Energy,Girl
Bhpaita,Energy,Boy
Shiriit,Love,Girl
Vimaika,Victory,Boy
Vidians,Victory,Boy
Ashlaika,Joy,Girl
Ashriesh,Grace,Girl
Hamiit,Grace,Boy
Trinaita,Love,Girl
Riraita,Joy,Girl
Paruay,Victory,Girl
Deriika,Peace,Girl
Ayraav,Strength,Girl
Riyaesh,Light,Girl
Avdian,Grace,Girl
Suraansh,Hope,Boy
Ashviansh,Peace,Girl
Ripait,Light,Girl
Garuraj,Harmony,Boy
Jadiika,Energy,Girl
Avriav,Divine,Boy
Dashideep,Peace,Boy
Namaraj,Wisdom,Girl
Ansaansh,Joy,Girl
Davia,Peace,Boy
Maraika,Light,Boy
Sasaita,Kindness,Boy
Antaita,Victory,Girl
Shimaay,Love,Girl
Aditadeep,Wisdom,Girl
Bamiika,Brilliance,Boy
Arvideep,Grace,Boy
Aalaraj,Peace,Boy
Jadiita,Divine,Girl
Vashiay,Joy,Girl
Bapaita,Wisdom,Girl
Kitaraj,Joy,Girl
Rasaav,Hope,Boy
Baruansh,Energy,Girl
Naruit,Divine,Girl
Arshiika,Hope,Boy
Paraay,Harmony,Boy
Charaali,Love,Boy
Shishians,Wisdom,Boy
Praruika,Harmony,Girl
Kishiika,Harmony,Girl
Yaruya,Victory,Boy
Havia,Brilliance,Boy
Pataya,Kindness,Girl
Haruya,Prosperity,Girl
Yaniika,Strength,Girl
Aarsaesh,Strength,Boy
Sayaika,Kindness,Girl
Triniika,Peace,Boy
Sukaika,Harmony,Girl
Viruansh,Victory,Girl
Ralaa,Light,Boy
Pakaans,Peace,Boy
Paniansh,Joy,Boy
Bamait,Energy,Boy
Nakaali,Prosperity,Boy
Ardiali,Victory,Girl
Kinaika,Wisdom,Boy
Japaav,Love,Girl
Kishiita,Love,Boy
Shapaika,Grace,Boy
Dinaan,Harmony,Boy
Chamaali,Light,Boy
Nayaan,Grace,Boy
Lataika,Joy,Girl
Ishnaans,Strength,Girl
Rimaika,Strength,Boy
Ashtan,Love,Girl
Javaali,Wisdom,Boy
Yavian,Divine,Boy
Parin,Love,Girl
Anviika,Joy,Girl
Karuan,Victory,Boy
Didian,Strength,Girl
Aaraali,Peace,Girl
Ganiesh,Kindness,Boy
Rapadeep,Light,Boy
Basait,Peace,Girl
Avshian,Harmony,Girl
Suriika,Harmony,Boy
Omparaj,Divine,Boy
Adishiansh,Brilliance,Girl
Masaraj,Divine,Girl
Aarladeep,Divine,Boy
Adilaav,Wisdom,Girl
Ishraya,Light,Boy
Gatait,Divine,Girl
Bayaika,Strength,Boy
Rimaita,Joy,Girl
Jaruansh,Brilliance,Boy
Karuesh,Strength,Boy
Radian,Grace,Girl
Sasaika,Wisdom,Girl
Jataav,Grace,Boy
Yanaika,Love,Girl
Varuika,Light,Girl
Baraika,Victory,Boy
Rasaali,Grace,Boy
Naniita,Peace,Boy
Aymia,Kindness,Girl
Lapaansh,Light,Boy
Hamiika,Harmony,Boy
Kidin,Energy,Girl
Jalaika,Wisdom,Girl
Pavaan,Brilliance,Girl
Aapaay,Brilliance,Boy
Tavaali,Energy,Boy
Viniit,Love,Boy
Deviansh,Divine,Boy
Surin,Kindness,Girl
Ishruika,Light,Boy
Deyait,Divine,Boy
Dediita,Victory,Girl
Taruya,Energy,Girl
Maraali,Harmony,Boy
Vaniraj,Joy,Girl
Dilaesh,Peace,Girl
Ashkaans,Light,Boy
Kivaika,Prosperity,Boy
Ankaa,Love,Boy
Omruika,Harmony,Boy
Savaika,Divine,Girl
Divideep,Brilliance,Girl
Kiruay,Energy,Boy
Aalan,Love,Boy
Pranian,Love,Boy
Adikaans,Brilliance,Girl
Shanaali,Love,Girl
Napaansh,Love,Boy
Garuansh,Victory,Girl
Rapaali,Grace,Girl
Aylaya,Divine,Boy
Rashideep,Divine,Boy
Trinin,Strength,Girl
Aarruit,Victory,Girl
Vayaay,Wisdom,Girl
Madiav,Brilliance,Girl
Arviika,Light,Girl
Ommait,Light,Girl
Damiita,Energy,Boy
Anlaay,Love,Girl
Avsaita,Prosperity,Boy
Triran,Joy,Boy
Kitaika,Wisdom,Boy
Vaviika,Brilliance,Girl
Anmaika,Strength,Boy
Pralaika,Energy,Boy
Riniika,Harmony,Boy
Aykaay,Love,Boy
Kasaan,Strength,Boy
Gasaali,Energy,Girl
Adiyaika,Victory,Girl
Yalaika,Harmony,Girl
Adiniika,Victory,Girl
Tashiansh,Strength,Boy
Triviika,Kindness,Girl
Shidians,Love,Girl
Shitaay,Energy,Boy
Pravaesh,Peace,Boy
Naladeep,Brilliance,Girl
Ramaya,Victory,Girl
Arnaita,Hope,Girl
Gamiit,Love,Boy
Arnan,Brilliance,Girl
Rikaika,Kindness,Boy
Dinia,Grace,Boy
Ashviita,Light,Boy
Ripaika,Energy,Girl
Ayraika,Kindness,Girl
Ishniay,Wisdom,Girl
Varuay,Energy,Girl
Aamaali,Prosperity,Boy
Bhvideep,Harmony,Girl
Bhruav,Joy,Girl
Jayaya,Wisdom,Boy
Ashviali,Kindness,Girl
Rishiika,Energy,Boy
Ayviit,Wisdom,Girl
Avvaika,Kindness,Boy
Shavan,Joy,Girl
Jalaali,Hope,Boy
Namaika,Love,Girl
Deviraj,Victory,Girl
Adidiali,Brilliance,Boy
Anmiika,Grace,Girl
Sutaya,Strength,Boy
Deraita,Joy,Boy
Kikaansh,Divine,Boy
Adiviika,Peace,Boy
Kiyaita,Love,Boy
Omviika,Divine,Girl
Trimaraj,Wisdom,Boy
Anmaita,Strength,Boy
Ashsaika,Light,Boy
Ishlaay,Kindness,Boy
Shipaita,Divine,Boy
Adiniraj,Kindness,Girl
Vasaika,Light,Boy
Laviali,Kindness,Girl
Ishtaans,Victory,Girl
Lasaans,Kindness,Girl
Larudeep,Joy,Girl
Taruans,Divine,Boy
Jarians,Light,Girl
Diruan,Hope,Boy
Baruans,Brilliance,Boy
Narua,Grace,Boy
Sumaika,Hope,Girl
Shinaika,Strength,Boy
Gamaans,Light,Boy
Bhvait,Wisdom,Girl
Ashvin,Peace,Girl
Ayshian,Joy,Boy
Andiika,Divine,Boy
Aylaesh,Love,Girl
Aadiita,Victory,Girl
Aarshideep,Strength,Girl
Dishideep,Victory,Girl
Pakaya,Energy,Girl
Ravaita,Strength,Girl
Supaav,Energy,Boy
Pataansh,Wisdom,Girl
Dediesh,Energy,Girl
Talaita,Love,Girl
Rasaan,Prosperity,Girl
Sukaika,Grace,Boy
Davians,Grace,Boy
Shiyaika,Wisdom,Girl
Bayan,Peace,Boy
Yadiita,Hope,Girl
Aarviraj,Hope,Boy
Ashmaika,Love,Boy
Shivians,Kindness,Boy
Ishman,Harmony,Boy
Sharuika,Harmony,Girl
Bariika,Strength,Boy
Naraa,Wisdom,Girl
Bataika,Peace,Boy
Avruita,Prosperity,Boy
Chanaika,Energy,Boy
Lasaali,Love,Girl
Dimaansh,Divine,Girl
Delaya,Strength,Boy
Saviita,Harmony,Girl
Paraika,Energy,Boy
Adimin,Harmony,Boy
Ishkaesh,Peace,Girl
Ayyaay,Grace,Girl
Lakaika,Brilliance,Girl
Panaita,Love,Girl
Aarvaika,Victory,Boy
Samaita,Energy,Girl
Ishdiika,Love,Girl
Kakaav,Kindness,Boy
Damian,Peace,Boy
Riyaita,Grace,Boy
Arsait,Energy,Boy
Davaika,Energy,Girl
Pavan,Victory,Boy
Japaika,Harmony,Girl
Shadideep,Peace,Boy
Bavan,Peace,Girl
Tririans,Peace,Girl
Malaita,Wisdom,Girl
Havaika,Prosperity,Girl
Banaans,Grace,Boy
Yashiika,Victory,Girl
Anshideep,Prosperity,Girl
Yayadeep,Energy,Girl
Rapaika,Joy,Girl
Avriay,Energy,Boy
Adikan,Prosperity,Girl
Trishia,Light,Boy
Ishtaa,Prosperity,Boy
Viyan,Love,Girl
Ishnaita,Energy,Boy
Yasaa,Joy,Girl
Lamait,Joy,Boy
Marians,Love,Girl
Surideep,Love,Boy
Triruans,Harmony,Boy
Lasadeep,Harmony,Girl
Dekadeep,Brilliance,Boy
Naviay,Wisdom,Boy
Omkaika,Joy,Boy
Ishshin,Prosperity,Girl
Dadiika,Strength,Boy
Hatadeep,Brilliance,Boy
Tavian,Victory,Girl
Pravideep,Hope,Girl
Hamait,Hope,Girl
Triruika,Wisdom,Boy
Napaans,Harmony,Girl
Adishiika,Divine,Boy
Kivaita,Divine,Boy
Baviesh,Victory,Girl
Gayaita,Grace,Girl
Vayaesh,Kindness,Boy
Kaniraj,Wisdom,Boy
Bhtaan,Kindness,Boy
Shiraan,Victory,Girl
Suriit,Prosperity,Girl
Sushiay,Wisdom,Girl
Tavideep,Kindness,Boy
Kiyaraj,Kindness,Girl
Pramiika,Prosperity,Boy
Karun,Harmony,Boy
Kipaita,Love,Boy
Depaika,Love,Girl
Adiniya,Joy,Boy
Aalaav,Energy,Boy
Aarsait,Prosperity,Boy
Anruya,Energy,Girl
Rilaita,Peace,Boy
Kimaika,Brilliance,Girl
Shinaika,Wisdom,Girl
Omyan,Grace,Boy
Aakaav,Grace,Boy
Vipaansh,Hope,Girl
Viruali,Prosperity,Boy
Nadiit,Hope,Boy
Rashiika,Harmony,Boy
Ompait,Wisdom,Boy
Aataali,Hope,Boy
Kania,Strength,Girl
Vataali,Divine,Girl
Shadiit,Prosperity,Boy
Shiviika,Harmony,Girl
Ayvaita,Hope,Boy
Kivaika,Peace,Boy
Shiraika,Joy,Boy
Sukaraj,Strength,Girl
Tripaav,Strength,Boy
Damaans,Peace,Boy
Omlaan,Grace,Boy
Gapaita,Harmony,Boy
Bavin,Wisdom,Boy
Kilaika,Victory,Girl
Dapadeep,Hope,Girl
Arviita,Divine,Girl
Dinaraj,Hope,Girl
Malaraj,Divine,Girl
Tamian,Strength,Boy
Anmiita,Kindness,Girl
Aarshians,Wisdom,Boy
Avdians,Divine,Girl
Galaansh,Joy,Boy
Ishniika,Harmony,Girl
Karuika,Light,Boy
Dasaita,Prosperity,Boy
Tataraj,Wisdom,Boy
Aaruika,Joy,Boy
Maniay,Hope,Boy
Vataika,Peace,Girl
Bhnaika,Kindness,Girl
Lanaansh,Love,Boy
Aaniansh,Divine,Boy
Chayadeep,Kindness,Girl
Omsaika,Harmony,Girl
Nakadeep,Strength,Boy
Prapaav,Victory,Boy
Ditaav,Kindness,Boy
Omkaika,Energy,Boy
Shamaay,Light,Boy
Bhruan,Brilliance,Boy
Trinaika,Prosperity,Boy
Trisaika,Harmony,Girl
Shayaay,Strength,Girl
Vikaika,Hope,Boy
Valaita,Peace,Boy
Vinaya,Victory,Boy
Vapaay,Harmony,Boy
Balait,Light,Girl
Ritaita,Brilliance,Girl
Ayvaika,Harmony,Boy
Ashnaika,Hope,Boy
Salaali,Hope,Boy
Chayaya,Joy,Boy
Aryaay,Victory,Girl
Rivaika,Hope,Boy
Padiay,Wisdom,Boy
Galaika,Light,Girl
Omsaesh,Prosperity,Boy
Tripaav,Love,Girl
Chavaika,Peace,Girl
Kataan,Wisdom,Girl
Aariika,Joy,Boy
Yaruans,Divine,Boy
Panaika,Love,Boy
Paviika,Prosperity,Boy
Taraika,Brilliance,Girl
Jamideep,Joy,Boy
Navait,Brilliance,Boy
Adilaika,Brilliance,Boy
Yasaya,Brilliance,Boy
Tariav,Strength,Girl
Bayaraj,Energy,Girl
Pariika,Energy,Girl
Naruit,Grace,Boy
Aashiay,Wisdom,Boy
Bhniika,Joy,Girl
Omkait,Grace,Girl
Denaika,Prosperity,Girl
Suniav,Wisdom,Boy
Chapaali,Light,Boy
Prashiita,Prosperity,Boy
Aalaika,Grace,Boy
Makaita,Hope,Girl
Haniika,Harmony,Boy
Nadideep,Grace,Boy
Mataita,Light,Girl
Kimaans,Love,Girl
Omraa,Strength,Girl
Kidiay,Kindness,Girl
Pamiansh,Victory,Girl
Pramian,Harmony,Boy
Bamian,Kindness,Boy
Lavaika,Prosperity,Girl
Ishdiit,Joy,Boy
Havaika,Energy,Girl
Avvadeep,Kindness,Boy
Anriansh,Wisdom,Girl
Dimideep,Light,Girl
Mapaika,Grace,Boy
Adiparaj,Prosperity,Girl
Karuika,Peace,Boy
Supaika,Prosperity,Girl
Hariit,Joy,Boy
Pashiika,Wisdom,Girl
Vidiika,Victory,Boy
Diyaay,Harmony,Girl
Rashiav,Wisdom,Girl
Chavaansh,Love,Boy
Ralaan,Strength,Girl
Derun,Prosperity,Girl
Susaansh,Harmony,Boy
Kamaita,Brilliance,Boy
Raraan,Prosperity,Girl
Nalaika,Grace,Boy
Pavaali,Prosperity,Girl
Yalaans,Victory,Boy
Aariika,Brilliance,Girl
Omsaika,Grace,Girl
Papaa,Light,Girl
Nakaraj,Divine,Boy
Shikaans,Harmony,Girl
Tavian,Light,Boy
Maniraj,Divine,Girl
Trikaika,Joy,Girl
Bhnaans,Strength,Boy
Bavaans,Prosperity,Girl
Deyaay,Hope,Girl
Kiraita,Energy,Girl
Malaan,Joy,Boy
Aakaika,Grace,Boy
Tapaika,Wisdom,Girl
Bhmaika,Hope,Girl
Rimiita,Hope,Boy
Prarun,Energy,Boy
Dedin,Light,Boy
Deniay,Peace,Boy
Yadiita,Harmony,Boy
Napaika,Light,Boy
Artaansh,Harmony,Girl
Bhyaraj,Peace,Boy
Bhlaay,Divine,Girl
Ashyaika,Kindness,Boy
Aarnians,Kindness,Boy
Tripaesh,Kindness,Boy
Avkaya,Grace,Boy
Ishkaika,Kindness,Boy
Kayaansh,Energy,Girl
Trilaansh,Harmony,Boy
Pamiit,Energy,Boy
Omraan,Strength,Girl
Saviav,Brilliance,Girl
Ayviika,Energy,Girl
Anviya,Harmony,Boy
Paraika,Brilliance,Boy
Maruika,Joy,Boy
Bhnait,Divine,Boy
Jalaika,Joy,Girl
Aypaika,Strength,Girl
Aarshians,Hope,Boy
Mayaika,Victory,Girl
Shishiika,Brilliance,Boy
Aarvians,Harmony,Girl
Demiika,Peace,Boy
Adiriika,Harmony,Boy
Ankaika,Victory,Girl
Shishiika,Wisdom,Boy
Raruita,Strength,Boy
Avsadeep,Grace,Girl
Vayadeep,Love,Girl
Pakaika,Energy,Girl
Paraans,Light,Girl
Shiviika,Harmony,Girl
Ayyaa,Kindness,Boy
Kasaika,Hope,Girl
Triparaj,Joy,Boy
Panians,Victory,Girl
Demaali,Love,Girl
Dakaita,Divine,Girl
Ashniika,Energy,Boy
Adivan,Brilliance,Girl
Arnaika,Victory,Girl
Omruit,Brilliance,Girl
Nasait,Prosperity,Girl
Hariika,Victory,Boy
Nariika,Energy,Boy
Sakaraj,Peace,Boy
Riniya,Brilliance,Girl
Dikaans,Love,Girl
Javaav,Hope,Girl
Chanaika,Prosperity,Girl
Ashpan,Light,Boy
Ishsaika,Grace,Girl
Yalaans,Brilliance,Boy
Bayaika,Hope,Boy
Gamians,Strength,Boy
Praruika,Energy,Girl
Yamaansh,Energy,Boy
Dataan,Strength,Boy
Omlaesh,Kindness,Girl
Satan,Prosperity,Girl
Dimaans,Energy,Girl
Ganaita,Peace,Boy
Naraita,Divine,Boy
Trivaika,Wisdom,Boy
Sadiit,Prosperity,Girl
Lakadeep,Wisdom,Boy
Ayriay,Energy,Girl
Rinait,Divine,Boy
Devaay,Love,Girl
Aaniay,Strength,Boy
Tayadeep,Wisdom,Boy
Riruita,Love,Boy
Shivaraj,Light,Boy
Rariika,Grace,Girl
Aarmaali,Grace,Boy
Gavait,Harmony,Boy
Ayshian,Prosperity,Girl
Tamaika,Victory,Boy
Bhmiika,Energy,Girl
Rariit,Peace,Boy
Ashmiika,Love,Girl
Madian,Joy,Girl
Delaay,Divine,Boy
Anmait,Strength,Girl
Aakaay,Strength,Boy
Avtaraj,Wisdom,Boy
Omvaika,Joy,Boy
Vamaay,Brilliance,Girl
Rimaika,Victory,Girl
Chakaali,Love,Girl
Aarpaika,Brilliance,Girl
Aarnaraj,Joy,Girl
Dalaay,Kindness,Girl
Kidiansh,Wisdom,Girl
Ishmaya,Love,Girl
Nalaan,Light,Girl
Nanaesh,Peace,Boy
Gapaa,Love,Boy
Chanaika,Prosperity,Boy
Dediay,Energy,Boy
Sanaav,Wisdom,Boy
Avmadeep,Divine,Girl
Danait,Strength,Girl
Chapait,Light,Girl
Anvaika,Wisdom,Boy
Ashpaita,Joy,Boy
Ashvaika,Love,Girl
Vamaita,Divine,Boy
Lamaay,Kindness,Boy
Ishpaika,Victory,Girl
Malaika,Harmony,Girl
Deshiika,Joy,Boy
Adilaita,Divine,Boy
Garadeep,Harmony,Girl
Omruika,Prosperity,Boy
Hashiika,Light,Boy
Pasaika,Joy,Girl
Vikaan,Love,Girl
Vikaansh,Joy,Boy
Tataan,Wisdom,Boy
Aasait,Peace,Girl
Shivaika,Grace,Girl
Chavaita,Harmony,Girl
Bhruika,Love,Girl
Vanait,Energy,Boy
Shamaika,Kindness,Girl
Pakaika,Grace,Boy
Haniay,Love,Boy
Shavaika,Divine,Girl
Kidiesh,Energy,Boy
Deruika,Kindness,Boy
Jarudeep,Love,Girl
Pravian,Prosperity,Girl
Gadiika,Harmony,Girl
Maviya,Peace,Girl
Ardiita,Joy,Girl
Naviali,Prosperity,Boy
Dinaay,Hope,Girl
Shaniesh,Love,Boy
Ansaita,Hope,Boy
Pravaans,Light,Boy
Ishvideep,Love,Boy
Prataita,Love,Boy
Yanaali,Brilliance,Girl
Sutaita,Harmony,Girl
Rimaali,Hope,Girl
Karaika,Prosperity,Boy
Arpaika,Hope,Boy
Gataita,Light,Boy
Aarniay,Grace,Girl
Pashiansh,Hope,Boy
Anpaan,Strength,Boy
Ashviansh,Wisdom,Girl
Kimaans,Grace,Boy
Aarrideep,Grace,Boy
Danaika,Brilliance,Girl
Dipaika,Hope,Boy
Suraika,Peace,Boy
Rashian,Hope,Girl
Nadiesh,Divine,Boy
Bariraj,Hope,Boy
Kidiali,Victory,Girl
Aykaita,Peace,Girl
Chashiansh,Divine,Girl
Adinaika,Energy,Girl
Dishiika,Harmony,Girl
Kavaansh,Strength,Boy
Ashkaya,Love,Boy
Artaraj,Energy,Girl
Bhraya,Kindness,Girl
Kivaraj,Brilliance,Girl
Aayaali,Brilliance,Boy
Paman,Wisdom,Girl
Omdiita,Victory,Girl
Shisaika,Prosperity,Girl
Gapaika,Peace,Girl
Shidiya,Love,Girl
Rashiika,Energy,Girl
Aataan,Harmony,Girl
Shiraika,Brilliance,Boy
Viviita,Wisdom,Boy
Gasaika,Prosperity,Girl
Shadiav,Brilliance,Boy
Bhvaali,Harmony,Girl
Anlaans,Light,Girl
Ravaansh,Energy,Boy
Dayaesh,Strength,Girl
Malaa,Love,Boy
Chanaali,Hope,Girl
Suraan,Prosperity,Boy
Omvaa,Wisdom,Girl
Aataay,Divine,Boy
Namaali,Divine,Boy
Jasaya,Strength,Boy
Ishpaesh,Peace,Girl
Kisaita,Joy,Boy
Tridiita,Victory,Girl
Anmaika,Strength,Boy
Deniali,Light,Girl
Jayan,Energy,Girl
Yaniav,Love,Girl
Ratait,Hope,Boy
Avtaali,Prosperity,Boy
Triraay,Divine,Boy
Mavan,Wisdom,Boy
Paraav,Strength,Boy
Aarpan,Hope,Girl
Tripan,Energy,Boy
Trimiita,Energy,Boy
Desaan,Hope,Girl
Virideep,Divine,Girl
Shikaali,Harmony,Boy
Kamiit,Brilliance,Boy
Ishshia,Harmony,Boy
Adimiali,Strength,Girl
Jakaita,Prosperity,Girl
Shalaans,Victory,Girl
Bamiika,Grace,Girl
Chalaan,Brilliance,Girl
Anlaali,Prosperity,Boy
Prapait,Harmony,Boy
Riniika,Harmony,Girl
Riparaj,Harmony,Boy
Maruan,Hope,Girl
Shasaita,Light,Boy
Adiriav,Hope,Boy
Yaraali,Joy,Girl
Ommiali,Joy,Girl
Halait,Harmony,Girl
Pralaita,Love,Boy
Mayaraj,Prosperity,Boy
Ankaika,Love,Boy
Viraika,Light,Girl
Ayruali,Grace,Girl
Sharideep,Kindness,Girl
Arkaika,Hope,Girl
Nadiali,Brilliance,Girl
Ridiika,Peace,Boy
Aasaita,Prosperity,Girl
Ashniika,Prosperity,Girl
Sapaan,Wisdom,Boy
Ishriraj,Energy,Girl
Aarsaika,Harmony,Girl
Chamiit,Light,Girl
Kiruika,Grace,Boy
Kiniika,Love,Girl
Navaesh,Kindness,Boy
Daruita,Hope,Boy
Yaraan,Brilliance,Boy
Shiria,Peace,Boy
Javiali,Hope,Boy
Avlan,Harmony,Girl
Vamiika,Love,Boy
Rinia,Love,Girl
Arnadeep,Joy,Girl
Janaika,Prosperity,Boy
Sukadeep,Victory,Girl
Shitaraj,Peace,Girl
Avpaita,Divine,Girl
Aarniika,Harmony,Boy
Aarnaali,Grace,Girl
Bhlaika,Divine,Girl
Varuesh,Peace,Girl
Viraika,Strength,Girl
Praviika,Strength,Girl
Radiali,Brilliance,Girl
Yadiav,Strength,Girl
Shapan,Peace,Girl
Viyait,Energy,Boy
Mapaav,Harmony,Girl
Shariika,Grace,Boy
Avraali,Brilliance,Boy
Pavaav,Wisdom,Boy
Triraika,Peace,Boy
Ashtaraj,Hope,Girl
Mayaa,Brilliance,Girl
Avnadeep,Joy,Girl
Rinaika,Hope,Boy
Sutaay,Divine,Girl
Arrait,Divine,Girl
Jamiay,Energy,Girl
Devians,Peace,Girl
Janiesh,Harmony,Boy
Arnadeep,Light,Girl
Kisaali,Divine,Girl
Rashiit,Peace,Girl
Aylaika,Light,Boy
Shakan,Love,Boy
Lamaika,Energy,Boy
Chanaika,Wisdom,Girl
Maruans,Victory,Girl
Nanan,Harmony,Girl
Aarlaika,Strength,Girl
Triraraj,Peace,Girl
Pakaav,Light,Boy
Aariesh,Joy,Girl
Dekaansh,Wisdom,Boy
Shishiika,Love,Girl
Shatan,Energy,Girl
Baruit,Love,Boy
Shiraay,Divine,Girl
Vakaika,Peace,Girl
Sunaika,Joy,Girl
Varaita,Divine,Boy
Bhsaesh,Kindness,Boy
Anriit,Victory,Boy
Yamiya,Energy,Boy
Hasaita,Light,Boy
Praviika,Wisdom,Boy
Shaviika,Divine,Girl
Bhdian,Divine,Girl
Vinaesh,Prosperity,Girl
Jaraya,Brilliance,Boy
Chariita,Kindness,Boy
Yadin,Prosperity,Girl
Hararaj,Light,Boy
Armaa,Energy,Boy
Ishvaita,Divine,Girl
Jadiali,Strength,Boy
Ishviali,Love,Boy
Riyaika,Hope,Boy
Ishvaan,Light,Girl
Havaa,Wisdom,Boy
Omrudeep,Strength,Girl
Ishpan,Brilliance,Boy
Ishruita,Grace,Girl
Darideep,Joy,Boy
Avdiika,Wisdom,Girl
Trikaesh,Energy,Boy
Mashiika,Wisdom,Girl
Padiit,Victory,Boy
Adishideep,Hope,Boy
Mavan,Brilliance,Boy
Aytaansh,Kindness,Girl
Arvaraj,Hope,Girl
Charaay,Light,Girl
Prasan,Joy,Boy
Aditadeep,Light,Boy
Dadiita,Brilliance,Girl
Visan,Joy,Boy
Jataita,Strength,Girl
Tasaay,Joy,Girl
Aataika,Peace,Girl
Ripaika,Light,Boy
Ramiay,Love,Boy
Vaniika,Grace,Boy
Aymideep,Energy,Girl
Praraali,Strength,Boy
Chavaav,Love,Boy
Bhpaa,Divine,Boy
Vapaika,Grace,Boy
Aarraita,Prosperity,Boy
Anlaita,Energy,Girl
Paraika,Strength,Girl
Bashiansh,Energy,Girl
Damiya,Energy,Girl
Hapaika,Joy,Boy
Shavaan,Light,Girl
Ardiit,Peace,Girl
Javaa,Wisdom,Girl
Kaniika,Prosperity,Boy
Bashiika,Kindness,Girl
Dinin,Prosperity,Girl
Yaraika,Harmony,Girl
Adimiali,Love,Girl
Ralaya,Harmony,Boy
Adirian,Victory,Girl
Shipait,Light,Boy
Navan,Victory,Girl
Tashideep,Joy,Boy
Arria,Divine,Girl
Kalaan,Strength,Boy
Dishiika,Energy,Girl
Yavadeep,Divine,Girl
Mamaita,Divine,Girl
Aarnaansh,Brilliance,Girl
Galaya,Hope,Girl
Avvaans,Strength,Girl
Trishian,Joy,Boy
Ishniay,Harmony,Girl
Ishrudeep,Peace,Boy
Riyaika,Kindness,Boy
Avriansh,Divine,Boy
Suniay,Wisdom,Girl
Hamaika,Prosperity,Girl
Gapaesh,Energy,Girl
Rivian,Harmony,Boy
Omruita,Harmony,Boy
Vinaa,Joy,Girl
Adilaansh,Light,Girl
Aamaay,Prosperity,Boy
Omruesh,Energy,Boy
Adilait,Grace,Boy
Ashpan,Peace,Boy
Ashniansh,Energy,Girl
Harin,Love,Boy
Mayadeep,Harmony,Boy
Pamait,Love,Boy
Haruika,Light,Girl
Omviika,Hope,Boy
Hapan,Joy,Girl
Chapaika,Joy,Boy
Sushian,Divine,Boy
Artaay,Light,Girl
Omviya,Grace,Girl
Bhshiansh,Hope,Girl
Lasaika,Strength,Boy
Karian,Joy,Girl
Haniika,Victory,Girl
Yanin,Energy,Girl
Ishmiika,Love,Boy
Chakaansh,Strength,Boy
Shakadeep,Light,Girl
